帳號名稱,賣家,價格(USD),價格(TWD),手續費(TWD),總價(TWD),分數,類別,商品連結,幣別,價格分,內容分,內容全文,帳號價值分析,抓取時間
Crown Arceus | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket,FFXIVGilShop,15.0,480.0,24.0,504.0,53,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1750512422392NL,USD,64.34,46,"Buy Crown Arceus | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket from FFXIVGilShop | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Arceus | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket 产品信息 交易时间 20分钟 Platform Android Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket Dm me any crowns u want before place order for faster :) Check out the video to see clearly :) https:/ / drive . /drive/folders/1ogQVRRT0L2XQWNKidq10Uel7FZwc7yzw?usp=sharing 收回 verified_user 免费保险 14天 100 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 0.00% 已售出0 FFXIVGilShop 用户等级 141 516 聊天 military_tech 93.86% 完单率 store 加入时间, 2020年4月20日 thumb_up 97.34% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、ur(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Crown Ball | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket,FFXIVGilShop,15.0,480.0,24.0,504.0,53,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1750512472769WO,USD,64.34,46,"Buy Crown Ball | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket from FFXIVGilShop | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Ball | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket 产品信息 交易时间 10分钟 Platform Android Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket Dm me any crowns u want before place order for faster :) Check out the video to see clearly :) https:/ / drive . /drive/folders/1ogQVRRT0L2XQWNKidq10Uel7FZwc7yzw?usp=sharing 收回 verified_user 免费保险 14天 100 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 0.00% 已售出0 FFXIVGilShop 用户等级 141 516 聊天 military_tech 93.86% 完单率 store 加入时间, 2020年4月20日 thumb_up 97.34% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、ur(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Crown Palkia | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket,FFXIVGilShop,15.0,480.0,24.0,504.0,53,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1750512367276UE,USD,64.34,46,"Buy Crown Palkia | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket from FFXIVGilShop | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Palkia | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket 产品信息 交易时间 20分钟 Platform Android Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket Dm me any crowns u want before place order for faster :) Check out the video to see clearly :) https:/ / drive . /drive/folders/1ogQVRRT0L2XQWNKidq10Uel7FZwc7yzw?usp=sharing 收回 verified_user 免费保险 14天 1 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 0.00% 已售出0 FFXIVGilShop 用户等级 141 516 聊天 military_tech 93.86% 完单率 store 加入时间, 2020年4月20日 thumb_up 97.34% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、ur(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Crown Luna | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket,FFXIVGilShop,15.0,480.0,24.0,504.0,53,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1750512572218FO,USD,64.34,46,"Buy Crown Luna | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket from FFXIVGilShop | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Luna | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket 产品信息 交易时间 10分钟 Platform Android Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket Dm me any crowns u want before place order for faster :) Check out the video to see clearly :) https:/ / drive . /drive/folders/1ogQVRRT0L2XQWNKidq10Uel7FZwc7yzw?usp=sharing 收回 verified_user 免费保险 14天 100 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 0.00% 已售出0 FFXIVGilShop 用户等级 141 516 聊天 military_tech 93.86% 完单率 store 加入时间, 2020年4月20日 thumb_up 97.34% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、ur(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Crown Mewtwo | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket,FFXIVGilShop,15.0,480.0,24.0,504.0,57,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1750512610911VI,USD,64.34,52,"Buy Crown Mewtwo | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket from FFXIVGilShop | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Mewtwo | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket 产品信息 交易时间 10分钟 Platform Android Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket Dm me any crowns u want before place order for faster :) Check out the video to see clearly :) https:/ / drive . /drive/folders/1ogQVRRT0L2XQWNKidq10Uel7FZwc7yzw?usp=sharing 收回 verified_user 免费保险 14天 100 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 0.00% 已售出0 FFXIVGilShop 用户等级 141 516 聊天 military_tech 93.86% 完单率 store 加入时间, 2020年4月20日 thumb_up 97.34% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、ur(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Crown Charizard | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket,FFXIVGilShop,15.0,480.0,24.0,504.0,58,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1750512656091AR,USD,64.34,54,"Buy Crown Charizard | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket from FFXIVGilShop | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Charizard | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket 产品信息 交易时间 10分钟 Platform Android Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket Dm me any crowns u want before place order for faster :) Check out the video to see clearly :) https:/ / drive . /drive/folders/1ogQVRRT0L2XQWNKidq10Uel7FZwc7yzw?usp=sharing 收回 verified_user 免费保险 14天 100 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 0.00% 已售出0 FFXIVGilShop 用户等级 141 516 聊天 military_tech 93.86% 完单率 store 加入时间, 2020年4月20日 thumb_up 97.34% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、charizard(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Crown Mew | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket,FFXIVGilShop,15.0,480.0,24.0,504.0,53,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1750512700059YJ,USD,64.34,46,"Buy Crown Mew | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket from FFXIVGilShop | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Mew | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket 产品信息 交易时间 10分钟 Platform Android Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket Dm me any crowns u want before place order for faster :) Check out the video to see clearly :) https:/ / drive . /drive/folders/1ogQVRRT0L2XQWNKidq10Uel7FZwc7yzw?usp=sharing 收回 verified_user 免费保险 14天 100 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 0.00% 已售出0 FFXIVGilShop 用户等级 141 516 聊天 military_tech 93.86% 完单率 store 加入时间, 2020年4月20日 thumb_up 97.34% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、ur(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Crown Pikachu | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket,FFXIVGilShop,15.0,480.0,24.0,504.0,56,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1750512743230RE,USD,64.34,51,"Buy Crown Pikachu | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket from FFXIVGilShop | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Crown Pikachu | Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket 产品信息 交易时间 10分钟 Platform Android Lvl 29 | 1900+ Pack Hourglass | 1500+ card | 30 pokegold | 1900 Ticket Dm me any crowns u want before place order for faster :) Check out the video to see clearly :) https:/ / drive . /drive/folders/1ogQVRRT0L2XQWNKidq10Uel7FZwc7yzw?usp=sharing 收回 verified_user 免费保险 14天 100 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 0.00% 已售出0 FFXIVGilShop 用户等级 141 516 聊天 military_tech 93.86% 完单率 store 加入时间, 2020年4月20日 thumb_up 97.34% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、ur(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
【Global】 Crown Card×4 | 5300+ Pack Hourglass | 2500+ Wonder Hourglas | 50 Poke Gold | 3500+ Store Coupons | Reality Cards | And,week1997,15.0,480.0,24.0,504.0,59,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1750989608342CM,USD,64.34,56,"Buy 【Global】 Crown Card×4 | 5300+ Pack Hourglass | 2500+ Wonder Hourglas | 50 Poke Gold | 3500+ Store Coupons | Reality Cards | And from week1997 | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket 【Global】 Crown Card×4 | 5300+ Pack Hourglass | 2500+ Wonder Hourglas | 50 Poke Gold | 3500+ Store Coupons | Reality Cards | And 产品信息 交易时间 立即 交易方式 自动发货 Platform IOS 【Global】 Crown Card×4 | 5300+ Pack Hourglass | 2500+ Wonder Hourglas | 50 Poke Gold | 3500+ Store Coupons | Reality Cards | Android&IOS verified_user 免费保险 14天 1 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 100.00% 已售出19 week1997 用户等级 125 529 聊天 military_tech 100% 完单率 store 加入时间, 2024年11月5日 thumb_up 99.92% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、poke gold(+10)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
【Global】English version ENG | 2 Crown Cards | 40 Poke Gold | 4000 Pack Hourglass | 1000 Challenge Hourglass | 5000 store voucher,week1997,15.0,480.0,24.0,504.0,59,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1752630032450EV,USD,64.34,56,"Buy 【Global】English version ENG | 2 Crown Cards | 40 Poke Gold | 4000 Pack Hourglass | 1000 Challenge Hourglass | 5000 store voucher from week1997 | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket 【Global】English version ENG | 2 Crown Cards | 40 Poke Gold | 4000 Pack Hourglass | 1000 Challenge Hourglass | 5000 store voucher 产品信息 交易时间 10分钟 Platform Android 【Global】English version ENG | 2 Crown Cards | 40 Poke Gold | 4000 Pack Hourglass | 1000 Challenge Hourglass | 5000 store voucher | 2500+Card | Android&IOS universal [Auto Delivery] Available for IOS and Android verified_user 免费保险 14天 9.9k 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 100.00% 已售出5 week1997 用户等级 125 529 聊天 military_tech 100% 完单率 store 加入时间, 2024年11月5日 thumb_up 99.92% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、poke gold(+10)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
[Global] 4 Crown Rare | 54 Poké gold | 5600+Pack Hourglass | 2700+Wonder Hourglass | 4500+Shop ticket | 200000+Shinedust | 2500,week1997,15.0,480.0,24.0,504.0,53,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1754031304783US,USD,64.34,46,"Buy [Global] 4 Crown Rare | 54 Poké gold | 5600+Pack Hourglass | 2700+Wonder Hourglass | 4500+Shop ticket | 200000+Shinedust | 2500 from week1997 | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket [Global] 4 Crown Rare | 54 Poké gold | 5600+Pack Hourglass | 2700+Wonder Hourglass | 4500+Shop ticket | 200000+Shinedust | 2500 产品信息 交易时间 立即 交易方式 自动发货 Platform Android [Global] 4 Crown Rare | 54 Poké gold | 5600+Pack Hourglass | 2700+Wonder Hourglass | 4500+Shop ticket | 200000+Shinedust | 2500-3500 cards | Android&IOS universal verified_user 免费保险 14天 1 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 100.00% 已售出12 week1997 用户等级 125 529 聊天 military_tech 100% 完单率 store 加入时间, 2024年11月5日 thumb_up 99.92% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、ur(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
【Global】Crown Card [Rare Candy]×2 | 53 Poke Gold | 5300-5500 Pack Hourglass | 2500+ Challenge Hourglass | Android&IOS | 3000+ St,week1997,15.0,480.0,24.0,504.0,59,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1762775963881NB,USD,64.34,56,"Buy 【Global】Crown Card [Rare Candy]×2 | 53 Poke Gold | 5300-5500 Pack Hourglass | 2500+ Challenge Hourglass | Android&IOS | 3000+ St from week1997 | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket 【Global】Crown Card [Rare Candy]×2 | 53 Poke Gold | 5300-5500 Pack Hourglass | 2500+ Challenge Hourglass | Android&IOS | 3000+ St 产品信息 交易时间 立即 交易方式 自动发货 Platform IOS AUTO DELIVERY 24/7 【Global】Crown Card [Rare Candy]×2 | 53 Poke Gold | 5300-5500 Pack Hourglass | 2500+ Challenge Hourglass | Android&IOS | 3000+ Store Coupons verified_user 免费保险 14天 1 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 100.00% 已售出14 week1997 用户等级 125 529 聊天 military_tech 100% 完单率 store 加入时间, 2024年11月5日 thumb_up 99.92% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、poke gold(+10)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
【Global】English version ENG | Crown Card [Poké Ball] + Crown Card [Rare Candy] | 40 Poke Gold | 4000 Pack Hourglass | 1000 Chal,week1997,15.0,480.0,24.0,504.0,59,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1770185917074NV,USD,64.34,56,"Buy 【Global】English version ENG | Crown Card [Poké Ball] + Crown Card [Rare Candy] | 40 Poke Gold | 4000 Pack Hourglass | 1000 Chal from week1997 | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket 【Global】English version ENG | Crown Card [Poké Ball] + Crown Card [Rare Candy] | 40 Poke Gold | 4000 Pack Hourglass | 1000 Chal 产品信息 交易时间 10分钟 Platform Android 【Global】English version ENG | Crown Card [Poké Ball] + Crown Card [Rare Candy] | 40 Poke Gold | 4000 Pack Hourglass | 1000 Challenge Hourglass | 5000 store voucher | 2000+Card | Android&IOS universal verified_user 免费保险 14天 91 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 100.00% 已售出9 week1997 用户等级 125 529 聊天 military_tech 100% 完单率 store 加入时间, 2024年11月5日 thumb_up 99.92% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、poke gold(+10)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
[Global]Professor's Research[oak]×2 | 53 Poke Gold | 5700+Pack Hourglass | 3000+ Challenge Hourglass | Android&IOS 5600,week1997,15.0,480.0,24.0,504.0,47,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1763313431578CF,USD,64.34,36,"Buy [Global]Professor's Research[oak]×2 | 53 Poke Gold | 5700+Pack Hourglass | 3000+ Challenge Hourglass | Android&IOS 5600 from week1997 | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket [Global]Professor's Research[oak]×2 | 53 Poke Gold | 5700+Pack Hourglass | 3000+ Challenge Hourglass | Android&IOS 5600 产品信息 交易时间 立即 交易方式 自动发货 Platform Android [Global]Professor's Research[oak]×2 | 53 Poke Gold | 5700+Pack Hourglass | 3000+ Challenge Hourglass | Android&IOS | 3000+ Store Coup verified_user 免费保险 14天 3 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 100.00% 已售出19 week1997 用户等级 125 529 聊天 military_tech 100% 完单率 store 加入时间, 2024年11月5日 thumb_up 99.92% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：gold(+14)、poke gold(+10)、ur(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
(Global) Gold Diamond: 50 | 2000 Gift Certificates | 2 Must-Have Crown Poké Balls | 1 Must-Have Rayquaza EX Pokémon | Hourglass,AliceGame,15.0,480.0,24.0,504.0,56,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1772716328602FD,USD,64.34,50,"Buy (Global) Gold Diamond: 50 | 2000 Gift Certificates | 2 Must-Have Crown Poké Balls | 1 Must-Have Rayquaza EX Pokémon | Hourglass from AliceGame | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket (Global) Gold Diamond: 50 | 2000 Gift Certificates | 2 Must-Have Crown Poké Balls | 1 Must-Have Rayquaza EX Pokémon | Hourglass 产品信息 交易时间 10分钟 Platform Android (Global) Gold Diamond: 50 | 2000 Gift Certificates | 2 Must-Have Crown Poké Balls | 1 Must-Have Rayquaza EX Pokémon | Hourglass from Pack Opening: 5200 | Challenge Hourglass: 2200 verified_user 免费保险 14天 9.9k 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 0.00% 已售出0 AliceGame 用户等级 123 390 聊天 military_tech 100% 完单率 store 加入时间, 2023年12月4日 thumb_up 99.71% 全部评价 Epic Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、ur(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
[Global]Crown Card[Poké Ball] ×1+Crown Card [Rare Candy]×1 | 5700-6000 Pack Hourglass | 2700 Wonder Hourglas | 55 Poke Gold |,week1997,15.0,480.0,24.0,504.0,59,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1774921172779FP,USD,64.34,56,"Buy [Global]Crown Card[Poké Ball] ×1+Crown Card [Rare Candy]×1 | 5700-6000 Pack Hourglass | 2700 Wonder Hourglas | 55 Poke Gold | from week1997 | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket [Global]Crown Card[Poké Ball] ×1+Crown Card [Rare Candy]×1 | 5700-6000 Pack Hourglass | 2700 Wonder Hourglas | 55 Poke Gold | 产品信息 交易时间 10分钟 Platform Android [Global]Crown Card[Poké Ball] ×1+Crown Card [Rare Candy]×1 | 5700-6000 Pack Hourglass | 2700 Wonder Hourglas | 55 Poke Gold | 4000 Store Coupons | Android&IOS verified_user 免费保险 14天 100 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 0.00% 已售出0 week1997 用户等级 125 529 聊天 military_tech 100% 完单率 store 加入时间, 2024年11月5日 thumb_up 99.92% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、poke gold(+10)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
(Global) Gold Diamond: 50 | 2000 Gift Certificates | 2 Must-Have Crown Poké Balls | 1 Must-Have Rayquaza EX Pokémon | Hourglass,AliceGame,15.0,480.0,24.0,504.0,56,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1772716344879FD,USD,64.34,50,"Buy (Global) Gold Diamond: 50 | 2000 Gift Certificates | 2 Must-Have Crown Poké Balls | 1 Must-Have Rayquaza EX Pokémon | Hourglass from AliceGame | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket (Global) Gold Diamond: 50 | 2000 Gift Certificates | 2 Must-Have Crown Poké Balls | 1 Must-Have Rayquaza EX Pokémon | Hourglass 产品信息 交易时间 10分钟 Platform IOS (Global) Gold Diamond: 50 | 2000 Gift Certificates | 2 Must-Have Crown Poké Balls | 1 Must-Have Rayquaza EX Pokémon | Hourglass from Pack Opening: 5200 | Challenge Hourglass: 2200 verified_user 免费保险 14天 9.9k 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 0.00% 已售出0 AliceGame 用户等级 123 390 聊天 military_tech 100% 完单率 store 加入时间, 2023年12月4日 thumb_up 99.71% 全部评价 Epic Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、ur(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
[Global]Crown Card[Poké Ball] ×1+Crown Card [Rare Candy]×1 | 5700-6000 Pack Hourglass | 2700 Wonder Hourglas | 55 Poke Gold |,week1997,15.0,480.0,24.0,504.0,59,中階帳號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1774921197409UM,USD,64.34,56,"Buy [Global]Crown Card[Poké Ball] ×1+Crown Card [Rare Candy]×1 | 5700-6000 Pack Hourglass | 2700 Wonder Hourglas | 55 Poke Gold | from week1997 | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket [Global]Crown Card[Poké Ball] ×1+Crown Card [Rare Candy]×1 | 5700-6000 Pack Hourglass | 2700 Wonder Hourglas | 55 Poke Gold | 产品信息 交易时间 10分钟 Platform IOS [Global]Crown Card[Poké Ball] ×1+Crown Card [Rare Candy]×1 | 5700-6000 Pack Hourglass | 2700 Wonder Hourglas | 55 Poke Gold | 4000 Store Coupons | Android&IOS verified_user 免费保险 14天 100 可用库存 remove add 总额 15.00 USD 立即购买 thumb_up 0.00% 已售出0 week1997 用户等级 125 529 聊天 military_tech 100% 完单率 store 加入时间, 2024年11月5日 thumb_up 99.92% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",中階帳號；命中關鍵字：crown(+20)、gold(+14)、poke gold(+10)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
